event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,date,location,winner,winner_id,event_status,r_nick_name,r_height,r_weight,r_reach,r_stance,r_dob,r_wins,r_losses,r_draws,b_nick_name,b_height,b_weight,b_reach,b_stance,b_dob,b_wins,b_losses,b_draws
UFC 102: Couture vs Nogueira,c6a33ff198aaaeeb,39f07708af6ecfc7,Thiago Silva,2924886ee9c4c527,Keith Jardine,b9d0fd83bb8a147a,light heavyweight,0,KO/TKO,1.0,95.0,3.0,Herb Dean,1.0,5.0,8.0,62.0,6.0,9.0,67.0,0.0,0.0,,0.0,27.0,4.0,7.0,56.0,0.0,0.0,,1.0,1.0,100.0,2.0,5.0,40.0,0.0,0.0,,3.0,3.0,100.0,80.0,0.0,20.0,40.0,0.0,60.0,0.0,3.0,17.0,17.0,4.0,18.0,22.0,0.0,0.0,,0.0,0.0,1.0,15.0,7.0,1.0,1.0,100.0,1.0,1.0,100.0,3.0,17.0,18.0,0.0,0.0,,0.0,0.0,,33.0,33.0,33.0,100.0,0.0,0.0,"August 29, 2009","Portland, Oregon, USA",Thiago Silva,2924886ee9c4c527,,,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",19,6,0,The Dean of Mean,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",17,11,2
UFC 171: Hendricks vs Lawler,179f1948dc234f1f,427a10db0406cfba,Jake Shields,fe435e440b5de0ff,Hector Lombard,db1f2ed63b54b9a7,welterweight,0,Decision - Unanimous,3.0,300.0,3.0,Don Turnage,0.0,4.0,72.0,5.0,58.0,128.0,45.0,0.0,7.0,0.0,1.0,0.0,2.0,55.0,4.0,2.0,7.0,28.0,0.0,10.0,0.0,4.0,71.0,6.0,0.0,1.0,0.0,0.0,0.0,,50.0,50.0,0.0,100.0,0.0,0.0,0.0,27.0,56.0,48.0,67.0,98.0,68.0,5.0,5.0,100.0,0.0,447.0,20.0,46.0,43.0,6.0,9.0,67.0,1.0,1.0,100.0,8.0,28.0,28.0,11.0,15.0,73.0,8.0,13.0,62.0,74.0,22.0,3.0,29.0,40.0,29.0,"March 15, 2014","Dallas, Texas, USA",Hector Lombard,db1f2ed63b54b9a7,,,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",31,9,1,,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",34,10,1
UFC 46: Supernatural,94609dd91731d428,829146a45b3b236b,Renato Verissimo,c24b1db4b809d41b,Carlos Newton,952f6fa06f25a0ec,welterweight,0,Decision - Unanimous,3.0,300.0,3.0,Larry Landless,0.0,22.0,36.0,61.0,124.0,151.0,82.0,3.0,4.0,75.0,1.0,568.0,20.0,34.0,59.0,2.0,2.0,100.0,0.0,0.0,,6.0,12.0,50.0,2.0,2.0,100.0,14.0,22.0,64.0,90.0,9.0,0.0,27.0,9.0,63.0,0.0,4.0,9.0,44.0,19.0,25.0,76.0,2.0,5.0,40.0,0.0,211.0,1.0,5.0,20.0,3.0,4.0,75.0,0.0,0.0,,1.0,5.0,20.0,3.0,4.0,75.0,0.0,0.0,,25.0,75.0,0.0,25.0,75.0,0.0,"January 31, 2004","Las Vegas, Nevada, USA",Renato Verissimo,c24b1db4b809d41b,,Charuto,"6' 1""",170 lbs.,,Orthodox,"Aug 03, 1973",7,5,0,The Ronin,"5' 9""",170 lbs.,,Orthodox,"Aug 17, 1976",16,14,0
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,20fbff570c678e1c,1123fceef316106e,Artem Lobov,02f2a9702ba3d167,Ryan Hall,8866c6f509c19089,ultimate fighter 22 lightweight tournament,1,Decision - Unanimous,3.0,300.0,3.0,Herb Dean,0.0,2.0,11.0,18.0,13.0,26.0,50.0,0.0,0.0,,0.0,307.0,1.0,10.0,10.0,0.0,0.0,,1.0,1.0,100.0,1.0,10.0,10.0,0.0,0.0,,1.0,1.0,100.0,50.0,0.0,50.0,50.0,0.0,50.0,0.0,23.0,41.0,56.0,169.0,201.0,84.0,1.0,3.0,33.0,1.0,446.0,15.0,25.0,60.0,1.0,8.0,12.0,7.0,8.0,88.0,9.0,24.0,38.0,0.0,0.0,,14.0,17.0,82.0,65.0,4.0,30.0,39.0,0.0,60.0,"December 11, 2015","Las Vegas, Nevada, USA",Ryan Hall,8866c6f509c19089,,The Russian Hammer,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",13,15,1,The Wizard,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",9,2,0
UFC Fight Night: Kara-France vs. Albazi,7abe471b61725980,7be3e513a31f6570,Alex Caceres,7aa3d6964eff4877,Daniel Pineda,361d49960a196976,featherweight,0,Decision - Unanimous,3.0,300.0,3.0,Mark Smith,0.0,60.0,99.0,60.0,86.0,128.0,67.0,1.0,2.0,50.0,0.0,266.0,32.0,69.0,46.0,26.0,28.0,93.0,2.0,2.0,100.0,45.0,76.0,59.0,11.0,15.0,73.0,4.0,8.0,50.0,53.0,43.0,3.0,75.0,18.0,6.0,0.0,27.0,56.0,48.0,43.0,74.0,57.0,3.0,11.0,27.0,1.0,237.0,15.0,42.0,36.0,3.0,4.0,75.0,9.0,10.0,90.0,22.0,50.0,44.0,2.0,3.0,67.0,3.0,3.0,100.0,55.0,11.0,33.0,81.0,7.0,11.0,"June 03, 2023","Las Vegas, Nevada, USA",Alex Caceres,7aa3d6964eff4877,,Bruce Leeroy,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",21,15,0,The Pit,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",28,17,0
UFC 240: Holloway vs. Edgar,abcf7e55a0a9ed89,7ed98f8d1ffae082,Olivier Aubin-Mercier,55ee431411ccf07a,Arman Tsarukyan,eae48ff31db420c2,lightweight,0,Decision - Unanimous,3.0,300.0,3.0,Marc Goddard,0.0,23.0,48.0,47.0,36.0,61.0,59.0,0.0,3.0,0.0,0.0,61.0,14.0,34.0,41.0,8.0,12.0,67.0,1.0,2.0,50.0,17.0,41.0,41.0,1.0,1.0,100.0,5.0,6.0,83.0,60.0,34.0,4.0,73.0,4.0,21.0,0.0,47.0,105.0,44.0,110.0,174.0,63.0,2.0,11.0,18.0,0.0,471.0,28.0,77.0,36.0,11.0,18.0,61.0,8.0,10.0,80.0,20.0,68.0,28.0,5.0,8.0,62.0,22.0,29.0,76.0,59.0,23.0,17.0,42.0,10.0,46.0,"July 27, 2019","Edmonton, Alberta, Canada",Arman Tsarukyan,eae48ff31db420c2,,The Canadian Gangster,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",11,5,0,Ahalkalakets,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",23,3,0
UFC Fight Night: Edgar vs Swanson,155a02a8b4311057,55e9ea18b8a72b2e,Luke Barnatt,172c2135e70f87b7,Roger Narvaez,3a12a2f096a6d975,middleweight,0,Decision - Split,3.0,300.0,3.0,Dan Miragliotta,0.0,34.0,130.0,26.0,41.0,137.0,30.0,0.0,1.0,0.0,0.0,9.0,15.0,95.0,16.0,9.0,23.0,39.0,10.0,12.0,83.0,31.0,126.0,25.0,2.0,3.0,67.0,1.0,1.0,100.0,44.0,26.0,29.0,91.0,5.0,2.0,1.0,48.0,110.0,43.0,62.0,127.0,49.0,0.0,2.0,0.0,2.0,222.0,32.0,88.0,36.0,10.0,13.0,77.0,6.0,9.0,67.0,36.0,91.0,40.0,3.0,3.0,100.0,9.0,16.0,56.0,66.0,20.0,12.0,75.0,6.0,18.0,"November 22, 2014","Austin, Texas, USA",Roger Narvaez,3a12a2f096a6d975,,The Bigslow,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",13,4,0,Silverback,"6' 3""",185 lbs.,,Southpaw,"Sep 09, 1983",8,3,0
UFC 130: Rampage vs Hamill,b732b326c362fb62,c553753c64379c39,Frank Mir,1ff9589f9065a9ed,Roy Nelson,3f7c14c7eca7195d,heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Josh Rosenthal,0.0,46.0,65.0,70.0,82.0,103.0,80.0,6.0,8.0,75.0,0.0,443.0,28.0,46.0,61.0,16.0,17.0,94.0,2.0,2.0,100.0,14.0,23.0,61.0,22.0,32.0,69.0,10.0,10.0,100.0,60.0,34.0,4.0,30.0,47.0,21.0,0.0,21.0,51.0,41.0,46.0,77.0,60.0,0.0,1.0,0.0,0.0,241.0,13.0,42.0,31.0,3.0,4.0,75.0,5.0,5.0,100.0,9.0,23.0,39.0,12.0,28.0,43.0,0.0,0.0,,61.0,14.0,23.0,42.0,57.0,0.0,"May 28, 2011","Las Vegas, Nevada, USA",Frank Mir,1ff9589f9065a9ed,,,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",18,11,0,Big Country,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",22,14,0
UFC 187: Johnson vs Cormier,4f7e290e71d60f87,c2f0a53cd67e1736,Dong Hyun Kim,9bcf8603ceb25680,Joshua Burkman,6da99156486ed6c2,welterweight,0,Submission,3.0,133.0,3.0,Jason Herzog,0.0,30.0,44.0,68.0,135.0,165.0,82.0,1.0,8.0,12.0,1.0,464.0,26.0,37.0,70.0,3.0,6.0,50.0,1.0,1.0,100.0,4.0,13.0,31.0,7.0,11.0,64.0,19.0,20.0,95.0,86.0,10.0,3.0,13.0,23.0,63.0,0.0,20.0,44.0,45.0,21.0,46.0,46.0,0.0,2.0,0.0,0.0,79.0,9.0,29.0,31.0,4.0,7.0,56.0,7.0,8.0,88.0,11.0,26.0,42.0,9.0,18.0,50.0,0.0,0.0,,45.0,20.0,35.0,55.0,45.0,0.0,"May 23, 2015","Las Vegas, Nevada, USA",Dong Hyun Kim,9bcf8603ceb25680,,Stun Gun,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",22,4,1,The People's Warrior,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",28,16,0
UFC Fight Night: Royval vs. Kape,bc0f994de0521926,ac56a1052c4c8f63,Allen Frye Jr.,73a78713bd899f4c,Guilherme Pat,ba15006c804a8de0,heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Eric McMahon,0.0,33.0,86.0,38.0,73.0,132.0,55.0,0.0,0.0,,0.0,475.0,17.0,65.0,26.0,12.0,12.0,100.0,4.0,9.0,44.0,19.0,69.0,28.0,14.0,17.0,82.0,0.0,0.0,,51.0,36.0,12.0,57.0,42.0,0.0,0.0,64.0,100.0,64.0,76.0,114.0,67.0,0.0,0.0,,0.0,44.0,53.0,88.0,60.0,8.0,9.0,89.0,3.0,3.0,100.0,54.0,90.0,60.0,10.0,10.0,100.0,0.0,0.0,,82.0,12.0,4.0,84.0,15.0,0.0,"December 13, 2025","Las Vegas, Nevada, USA",Guilherme Pat,ba15006c804a8de0,,,"6' 5""",265 lbs.,"80""",Orthodox,"Apr 15, 1998",6,1,0,Kong,"6' 6""",265 lbs.,"81""",Orthodox,"Apr 20, 1994",6,1,0
UFC 66: Liddell vs Ortiz 2,ee5df903f80c6816,da666b02372a465b,Michael Bisping,2b93ebd9f5417ad2,Eric Schafer,f59f1d3a2ff13edd,light heavyweight,0,KO/TKO,1.0,264.0,3.0,Mario Yamasaki,0.0,19.0,33.0,57.0,21.0,35.0,60.0,0.0,1.0,0.0,0.0,40.0,15.0,28.0,54.0,3.0,4.0,75.0,1.0,1.0,100.0,7.0,15.0,47.0,2.0,2.0,100.0,10.0,16.0,62.0,78.0,15.0,5.0,36.0,10.0,52.0,0.0,3.0,6.0,50.0,10.0,13.0,77.0,3.0,7.0,42.0,2.0,151.0,1.0,3.0,33.0,2.0,3.0,67.0,0.0,0.0,,0.0,1.0,0.0,2.0,4.0,50.0,1.0,1.0,100.0,33.0,66.0,0.0,0.0,66.0,33.0,"December 30, 2006","Las Vegas, Nevada, USA",Michael Bisping,2b93ebd9f5417ad2,,The Count,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",30,9,0,Red,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",14,8,2
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,891b2faf1bff38ee,Jose Aldo,d0f3959b4a9747e6,Aiemann Zahabi,24656ef4d605c96f,featherweight,0,Decision - Unanimous,3.0,300.0,3.0,Dan Miragliotta,1.0,68.0,167.0,40.0,71.0,170.0,42.0,0.0,1.0,0.0,0.0,2.0,48.0,135.0,36.0,13.0,25.0,52.0,7.0,7.0,100.0,67.0,166.0,40.0,0.0,0.0,,1.0,1.0,100.0,70.0,19.0,10.0,98.0,0.0,1.0,0.0,99.0,199.0,49.0,109.0,209.0,52.0,0.0,0.0,,0.0,158.0,79.0,167.0,47.0,14.0,22.0,64.0,6.0,10.0,60.0,66.0,151.0,44.0,8.0,11.0,73.0,25.0,37.0,68.0,79.0,14.0,6.0,66.0,8.0,25.0,"May 10, 2025","Montreal, Quebec, Canada",Aiemann Zahabi,24656ef4d605c96f,,,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",32,10,0,,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1987",14,2,0
UFC 6: Clash of the Titans,1c3f5e85b59ec710,b297c3e938e1005e,Joel Sutton,a6a9ab5a824e8f66,Jack McGlaughlin,237187ed9f419285,open weight,0,KO/TKO,1.0,121.0,1.0,John McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 14, 1995","Casper, Wyoming, USA",Joel Sutton,a6a9ab5a824e8f66,,,"5' 11""",205 lbs.,,Orthodox,"Jul 07, 1969",2,4,1,,,,,Orthodox,,1,4,0
UFC on FX: Belfort vs. Rockhold,030f08370fd1c2bb,caa56c26127bf7e8,Jussier Formiga,b102c26727306ab6,Chris Cariaso,b2e3aca4cd363477,flyweight,0,Decision - Unanimous,3.0,300.0,3.0,Kevin Mulhall,0.0,10.0,26.0,38.0,33.0,50.0,66.0,4.0,8.0,50.0,0.0,531.0,5.0,20.0,25.0,1.0,2.0,50.0,4.0,4.0,100.0,5.0,20.0,25.0,0.0,0.0,,5.0,6.0,83.0,50.0,10.0,40.0,50.0,0.0,50.0,0.0,26.0,90.0,28.0,64.0,129.0,50.0,1.0,1.0,100.0,1.0,82.0,15.0,69.0,22.0,11.0,20.0,55.0,0.0,1.0,0.0,6.0,58.0,10.0,11.0,13.0,85.0,9.0,19.0,47.0,57.0,42.0,0.0,23.0,42.0,34.0,"May 18, 2013","Jaragua do Sul, Santa Catarina, Brazil",Jussier Formiga,b102c26727306ab6,,,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",23,8,0,Kamikaze,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",17,8,0
UFC 61: Bitter Rivals,f70144caea5c4c80,bc7a81a81840e4be,Jeff Monson,cbfd1d34356a004c,Anthony Perosh,4b4753d19489297f,heavyweight,0,KO/TKO,1.0,162.0,3.0,Herb Dean,1.0,18.0,26.0,69.0,25.0,33.0,76.0,0.0,2.0,0.0,0.0,63.0,14.0,22.0,64.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,4.0,25.0,9.0,13.0,69.0,8.0,9.0,89.0,77.0,11.0,11.0,5.0,50.0,44.0,0.0,8.0,17.0,47.0,10.0,19.0,53.0,0.0,0.0,,0.0,9.0,3.0,12.0,25.0,3.0,3.0,100.0,2.0,2.0,100.0,4.0,12.0,33.0,4.0,5.0,80.0,0.0,0.0,,37.0,37.0,25.0,50.0,50.0,0.0,"July 08, 2006","Las Vegas, Nevada, USA",Jeff Monson,cbfd1d34356a004c,,The Snowman,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",60,26,1,The Hippo,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",15,10,0
UFC 306: Riyadh Season Noche UFC,0c01568b1ac77bff,78b506e5092a27fd,Ronaldo Rodriguez,f2900678e98f6d6a,Ode Osbourne,6d68c1afe954f121,flyweight,0,Decision - Unanimous,3.0,300.0,3.0,Chris Tognoni,0.0,35.0,69.0,50.0,68.0,117.0,57.0,1.0,2.0,50.0,0.0,554.0,29.0,61.0,48.0,1.0,2.0,50.0,5.0,6.0,83.0,10.0,31.0,32.0,0.0,0.0,,25.0,38.0,66.0,82.0,2.0,14.0,28.0,0.0,71.0,1.0,37.0,68.0,54.0,55.0,93.0,59.0,1.0,3.0,33.0,2.0,67.0,28.0,59.0,47.0,4.0,4.0,100.0,5.0,5.0,100.0,22.0,46.0,48.0,0.0,0.0,,15.0,22.0,68.0,75.0,10.0,13.0,59.0,0.0,40.0,"September 14, 2024","Las Vegas, Nevada, USA",Ronaldo Rodriguez,f2900678e98f6d6a,,Lazy Boy,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999",17,3,0,The Jamaican Sensation,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",13,9,0
UFC Fight Night: Hernandez vs. Pereira,6a0047ac8c99fece,a2f2c64f9fb3fb1c,Anthony Hernandez,093e1f5bb73850be,Michel Pereira,595db60957de51d3,middleweight,0,KO/TKO,5.0,142.0,5.0,Herb Dean,0.0,152.0,212.0,71.0,219.0,293.0,75.0,10.0,29.0,34.0,0.0,942.0,125.0,182.0,69.0,22.0,24.0,92.0,5.0,6.0,83.0,43.0,81.0,53.0,12.0,14.0,86.0,97.0,117.0,83.0,82.0,14.0,3.0,28.0,7.0,63.0,0.0,24.0,53.0,45.0,29.0,62.0,47.0,0.0,1.0,0.0,1.0,56.0,8.0,27.0,30.0,16.0,26.0,62.0,0.0,0.0,,20.0,45.0,44.0,4.0,8.0,50.0,0.0,0.0,,33.0,66.0,0.0,83.0,16.0,0.0,"October 19, 2024","Las Vegas, Nevada, USA",Anthony Hernandez,093e1f5bb73850be,,Fluffy,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",15,3,0,Demolidor,"6' 1""",185 lbs.,"73""",Orthodox,"Oct 06, 1993",32,14,0
UFC 305: Du Plessis vs. Adesanya,32ba186f4b0e3267,6c44af21414e4143,Dricus Du Plessis,0d7b51c9d2649a6e,Israel Adesanya,1338e2c7480bdf9e,middleweight,1,Submission,4.0,218.0,5.0,Marc Goddard,0.0,90.0,197.0,45.0,99.0,206.0,48.0,4.0,9.0,44.0,2.0,219.0,61.0,155.0,39.0,7.0,13.0,54.0,22.0,29.0,76.0,80.0,184.0,43.0,8.0,11.0,73.0,2.0,2.0,100.0,67.0,7.0,24.0,88.0,8.0,2.0,0.0,97.0,203.0,47.0,105.0,211.0,50.0,0.0,1.0,0.0,0.0,9.0,63.0,165.0,38.0,26.0,29.0,90.0,8.0,9.0,89.0,92.0,198.0,46.0,4.0,4.0,100.0,1.0,1.0,100.0,64.0,26.0,8.0,94.0,4.0,1.0,"August 17, 2024","Perth, Western Australia, Australia",Dricus Du Plessis,0d7b51c9d2649a6e,,Stillknocks,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",23,3,0,The Last Stylebender,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",24,6,0
UFC 2: No Way Out,a6a9ab5a824e8f66,b72acedda7ddc006,Johnny Rhodes,319fa1bd3176bded,Fred Ettish,8d5daf67983b65ba,open weight,0,Submission,1.0,187.0,,John McCarthy,1.0,13.0,29.0,44.0,21.0,38.0,55.0,0.0,0.0,,1.0,,12.0,28.0,43.0,0.0,0.0,,1.0,1.0,100.0,3.0,6.0,50.0,1.0,2.0,50.0,9.0,21.0,43.0,92.0,0.0,7.0,23.0,7.0,69.0,0.0,4.0,7.0,57.0,7.0,11.0,64.0,0.0,0.0,,0.0,,0.0,1.0,0.0,2.0,4.0,50.0,2.0,2.0,100.0,4.0,7.0,56.0,0.0,0.0,,0.0,0.0,,0.0,50.0,50.0,100.0,0.0,0.0,"March 11, 1994","Denver, Colorado, USA",Johnny Rhodes,319fa1bd3176bded,,,"6' 0""",210 lbs.,,Orthodox,,2,1,0,,"6' 0""",180 lbs.,,Southpaw,"Oct 12, 1955",1,1,0
UFC 249: Ferguson vs. Gaethje,898337ef520fe4d3,3f810c3433dddb80,Vicente Luque,6d4b63c767106d3a,Niko Price,d8da10db80131bec,welterweight,0,TKO - Doctor's Stoppage,3.0,217.0,3.0,Jason Herzog,1.0,130.0,237.0,54.0,130.0,237.0,55.0,0.0,0.0,,0.0,25.0,85.0,186.0,46.0,8.0,12.0,67.0,37.0,39.0,95.0,126.0,229.0,55.0,1.0,4.0,25.0,3.0,4.0,75.0,65.0,6.0,28.0,96.0,0.0,2.0,0.0,129.0,291.0,44.0,144.0,307.0,47.0,1.0,4.0,25.0,0.0,109.0,81.0,230.0,35.0,15.0,25.0,60.0,33.0,36.0,92.0,116.0,268.0,43.0,9.0,19.0,47.0,4.0,4.0,100.0,62.0,11.0,25.0,89.0,6.0,3.0,"May 09, 2020","Jacksonville, Florida, USA",Vicente Luque,6d4b63c767106d3a,,The Silent Assassin,"5' 11""",185 lbs.,"75""",Orthodox,"Nov 27, 1991",24,12,1,The Hybrid,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",16,11,0
UFC Fight Night: Lewis vs. Daukaus,2a470ad41c22c25a,fc0927c657c51622,Justin Tafa,e13abac8089a801a,Harry Hunsucker,f703250471acaf96,heavyweight,0,KO/TKO,1.0,113.0,3.0,Herb Dean,1.0,5.0,10.0,50.0,5.0,10.0,50.0,0.0,0.0,,0.0,62.0,4.0,9.0,44.0,1.0,1.0,100.0,0.0,0.0,,4.0,8.0,50.0,0.0,0.0,,1.0,2.0,50.0,80.0,20.0,0.0,80.0,0.0,20.0,0.0,5.0,9.0,55.0,5.0,9.0,56.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,40.0,1.0,1.0,100.0,2.0,3.0,67.0,5.0,9.0,56.0,0.0,0.0,,0.0,0.0,,40.0,20.0,40.0,100.0,0.0,0.0,"December 18, 2021","Las Vegas, Nevada, USA",Justin Tafa,e13abac8089a801a,,Bad Man,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",7,5,0,The Hurricane,"6' 2""",205 lbs.,"75""",Orthodox,"Jan 03, 1989",7,6,0
UFC 171: Hendricks vs Lawler,179f1948dc234f1f,639013929b61e834,Dennis Bermudez,6f242453c91a5af0,Jimy Hettes,893d51aaf024eddd,featherweight,0,KO/TKO,3.0,177.0,3.0,Kerry Hatley,3.0,55.0,126.0,43.0,94.0,180.0,52.0,6.0,15.0,40.0,1.0,468.0,31.0,96.0,32.0,7.0,12.0,57.0,17.0,18.0,94.0,15.0,44.0,34.0,25.0,47.0,53.0,15.0,35.0,43.0,56.0,12.0,30.0,27.0,45.0,27.0,0.0,34.0,64.0,53.0,49.0,88.0,56.0,0.0,4.0,0.0,0.0,88.0,16.0,40.0,40.0,13.0,17.0,76.0,5.0,7.0,71.0,10.0,27.0,37.0,23.0,36.0,64.0,1.0,1.0,100.0,47.0,38.0,14.0,29.0,67.0,2.0,"March 15, 2014","Dallas, Texas, USA",Dennis Bermudez,6f242453c91a5af0,,The Menace,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",17,9,0,The Kid,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",11,3,0
UFC on FUEL TV: Munoz vs Weidman,d3b5ad3b15a64a18,831957c67bfc4486,Marcelo Guimaraes,0c9c0a43d3f3f49d,Dan Stittgen,cc3147b49c7d7d92,welterweight,0,Decision - Split,3.0,300.0,3.0,Josh Rosenthal,0.0,63.0,97.0,64.0,130.0,164.0,79.0,0.0,17.0,0.0,0.0,454.0,11.0,35.0,31.0,8.0,13.0,62.0,44.0,49.0,90.0,32.0,66.0,48.0,31.0,31.0,100.0,0.0,0.0,,17.0,12.0,69.0,50.0,49.0,0.0,0.0,49.0,101.0,48.0,78.0,130.0,60.0,1.0,1.0,100.0,0.0,13.0,16.0,51.0,31.0,11.0,19.0,57.0,22.0,31.0,71.0,38.0,90.0,42.0,11.0,11.0,100.0,0.0,0.0,,32.0,22.0,44.0,77.0,22.0,0.0,"July 11, 2012","San Jose, California, USA",Marcelo Guimaraes,0c9c0a43d3f3f49d,,Magrao,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",9,2,1,The Anvil,"6' 1""",170 lbs.,,Orthodox,"Nov 17, 1980",12,5,0
UFC 50: The War Of '04,ce783bf73b5131f9,9422b3caf780a995,Tito Ortiz,2f732dd9210d301f,Patrick Cote,9fa3bd637edd9aa2,light heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,John McCarthy,0.0,45.0,75.0,60.0,166.0,202.0,82.0,2.0,3.0,66.0,0.0,760.0,42.0,72.0,57.0,3.0,3.0,100.0,0.0,0.0,,1.0,5.0,20.0,0.0,0.0,,44.0,70.0,63.0,93.0,6.0,0.0,2.0,0.0,97.0,0.0,11.0,27.0,40.0,26.0,42.0,62.0,0.0,1.0,0.0,0.0,0.0,11.0,27.0,41.0,0.0,0.0,,0.0,0.0,,7.0,22.0,32.0,2.0,2.0,100.0,2.0,3.0,67.0,100.0,0.0,0.0,63.0,18.0,18.0,"October 22, 2004","Atlantic City, New Jersey, USA",Tito Ortiz,2f732dd9210d301f,,The People's Champ,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",19,12,1,The Predator,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",23,11,0
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,20fbff570c678e1c,991680cd8d0b7900,Joe Lauzon,3bad7ef643840f67,Evan Dunham,e5c9de15bb58b1c6,lightweight,0,Decision - Unanimous,3.0,300.0,3.0,Herb Dean,0.0,42.0,113.0,37.0,44.0,115.0,38.0,0.0,3.0,0.0,0.0,14.0,37.0,105.0,35.0,3.0,6.0,50.0,2.0,2.0,100.0,33.0,100.0,33.0,9.0,13.0,69.0,0.0,0.0,,88.0,7.0,4.0,78.0,21.0,0.0,0.0,127.0,291.0,43.0,147.0,318.0,46.0,1.0,3.0,33.0,0.0,110.0,96.0,252.0,38.0,21.0,29.0,72.0,10.0,10.0,100.0,97.0,239.0,41.0,30.0,52.0,57.0,0.0,0.0,,75.0,16.0,7.0,76.0,23.0,0.0,"December 11, 2015","Las Vegas, Nevada, USA",Evan Dunham,e5c9de15bb58b1c6,,,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",28,16,0,,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",18,9,1
